comp_bytes	uncomp_bytes	num_apps	path	apps
840	2648	1	res/Be.xml	alchemist
839	2648	3	res/Be.xml	clock,notes,openassistant
839	2648	2	res/Be.xml	findfamily,maps
839	2648	1	res/Be.xml	pdf
838	2648	1	res/Be.xml	camera
838	2648	1	res/Be.xml	messages
838	2648	2	res/Be.xml	music,youpipe
838	2648	1	res/Be.xml	passwords
838	2648	1	res/Be.xml	photos
837	2648	2	res/Be.xml	calendar,email
837	1972	14	res/GD.xml	calendar,camera,clock,contacts,email,maps,messages,office,openassistant,passwords,photos,pipes,wordmaker,youpipe
837	2648	1	res/Be.xml	weather
834	1985	2	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_ZW	contacts,messages
833	2324	1	res/dl.xml	alchemist
832	1936	1	res/Gh.xml	alchemist
831	2660	24	res/U8.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
830	2963	2	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_SE	contacts,messages
828	1936	1	res/Gj.xml	weather
827	1864	1	res/Qx.xml	alchemist
825	825	24	res/fM.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
821	1968	1	res/hy.xml	alchemist
814	1873	1	org/apache/commons/codec/language/bm/gen_rules_italian.txt	passwords
813	813	24	res/7_.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
809	2288	1	res/TY.xml	alchemist
809	3320	1	res/uN.xml	alchemist
808	1980	1	res/x2.xml	alchemist
808	1769	1	org/apache/commons/codec/language/bm/gen_exact_approx_common.txt	passwords
808	1788	1	res/69.xml	weather
807	1848	1	org/apache/commons/codec/language/bm/sep_rules_italian.txt	passwords
807	2072	1	res/2j.xml	pdf
806	2292	1	res/Ae.xml	alchemist
805	2072	1	res/2j.xml	openassistant
802	2288	1	res/7c.xml	alchemist
802	1800	1	res/VE.xml	weather
801	1800	2	res/VC.xml	music,youpipe
800	2420	1	res/ob.xml	alchemist
799	23012	1	assets/packs/5x5.json	pipes
796	1896	1	res/CZ1.xml	alchemist
793	2240	1	res/Om.xml	alchemist
792	1736	1	org/apache/commons/codec/language/bm/ash_exact_approx_common.txt	passwords
792	2456	1	res/6f.xml	photos
789	2456	1	res/6f.xml	camera
788	788	1	assets/dexopt/baseline.profm	openassistant
786	2456	1	res/6f.xml	openassistant
786	2024	1	res/bN.xml	photos
785	785	24	res/Th.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
785	785	24	res/j4.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
785	2024	2	res/bN.xml	findfamily,maps
785	2228	1	org/apache/commons/codec/language/bm/ash_approx_polish.txt	passwords
785	2024	1	res/bN.xml	weather
784	1988	2	res/mD1.xml	music,youpipe
784	1512	1	res/Mi.xml	openassistant
782	2176	1	res/mY.xml	alchemist
782	1692	2	res/uD.xml	music,youpipe
781	2228	1	res/I31.xml	alchemist
781	2704	1	res/_q.xml	alchemist
779	2476	1	res/Jw.xml	clock
779	2476	9	res/Jw.xml	alchemist,chess,contacts,health,office,pipes,solitaire,unblockjam,wordmaker
779	2476	2	res/Jw.xml	notes,openassistant
779	2476	1	res/Jw.xml	photos
778	2476	2	res/Jw.xml	findfamily,maps
778	2476	1	res/Jw.xml	messages
778	2476	1	res/Jw.xml	passwords
778	2476	1	res/Jw.xml	pdf
777	1728	17	DebugProbesKt.bin	alchemist,calendar,camera,chess,clock,contacts,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,wordmaker
777	2476	2	res/Jw.xml	calendar,email
777	2476	1	res/Jw.xml	camera
777	2476	2	res/Jw.xml	music,youpipe
777	1900	1	res/Qr.xml	openassistant
777	1584	1	res/J6.xml	passwords
777	2476	1	res/Jw.xml	weather
776	776	24	res/Nk.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
774	1728	7	DebugProbesKt.bin	email,findfamily,health,maps,messages,weather,youpipe
774	2076	1	res/hz.xml	alchemist
774	2432	1	res/U7.xml	openassistant
771	1888	1	res/8L.xml	alchemist
771	2183	1	org/apache/commons/codec/language/bm/gen_approx_polish.txt	passwords
770	1944	1	res/b0.xml	alchemist
767	1685	1	org/apache/commons/codec/language/bm/sep_exact_approx_common.txt	passwords
766	1774	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_EE	contacts,messages
766	1828	1	res/xB.xml	alchemist
762	1808	1	res/Qr.xml	contacts
760	2084	1	res/uM.xml	alchemist
760	1512	1	res/1N1.xml	openassistant
760	1853	1	org/apache/commons/codec/language/bm/gen_approx_german.txt	passwords
760	1636	1	res/mp.xml	weather
759	1852	1	org/apache/commons/codec/language/bm/ash_approx_german.txt	passwords
757	2176	1	res/3n.xml	alchemist
756	1860	1	res/pt.xml	alchemist
754	754	24	res/ut.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
754	2394	2	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_IT	contacts,messages
753	753	24	res/jW.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
751	1500	1	res/NY.xml	alchemist
746	1932	1	res/sa.xml	alchemist
746	2356	1	res/k0.xml	openassistant
745	1561	1	org/apache/commons/codec/language/bm/gen_rules_czech.txt	passwords
743	1310	1	core/java_features_proto-descriptor-set.proto.bin	youpipe
742	2780	3	res/io1.xml	calendar,email,weather
742	2780	22	res/qx.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
742	2780	2	res/qx.xml	passwords,photos
741	1932	1	res/XG1.xml	alchemist
741	2780	1	res/io1.xml	photos
740	1489	1	org/apache/commons/codec/language/bm/gen_approx_english.txt	passwords
738	738	24	res/Pa.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
738	1836	1	res/8-.xml	alchemist
737	1604	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_IN	contacts,messages
736	1528	1	res/x4.xml	openassistant
733	1968	1	res/Lm.xml	alchemist
733	1900	1	res/NQ.xml	alchemist
733	1744	1	res/Qr.xml	chess
732	2520	3	res/jv.xml	calendar,email,weather
732	2064	1	res/g-.xml	alchemist
731	2520	22	res/kj1.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
731	2520	2	res/kj1.xml	passwords,photos
731	2520	1	res/jv.xml	photos
728	1632	2	res/3H.xml	music,youpipe
727	1967	2	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_AU	contacts,messages
727	1728	1	res/Zj.xml	alchemist
727	1476	1	res/Z5.xml	openassistant
725	1764	3	res/Dv.xml	calendar,email,weather
725	1764	1	res/Dv.xml	photos
724	724	1	assets/dexopt/baseline.profm	photos
723	1800	1	res/Jt.xml	alchemist
722	1560	2	res/a6.xml	music,youpipe
721	1728	1	res/QB.xml	alchemist
720	1981	1	assets/US-CA-SLOT/routes.txt	maps
720	1509	1	org/apache/commons/codec/language/bm/gen_rules_romanian.txt	passwords
718	1904	1	res/ai1.xml	alchemist
717	1716	1	res/Qr.xml	messages
716	1940	1	res/8o1.xml	alchemist
714	1824	1	res/xd.xml	openassistant
712	1712	1	res/Qr.xml	camera
712	1980	1	res/R31.xml	alchemist
712	2064	1	res/xn.xml	alchemist
712	1520	1	res/Qr.xml	solitaire
712	1492	1	res/Xk.xml	openassistant
711	1901	1	ch/qos/logback/classic/db/script/db2.sql	passwords
711	1526	1	org/apache/commons/codec/language/bm/ash_rules_romanian.txt	passwords
711	1868	1	res/eA.xml	pdf
710	4254	1	assets/passkeys_privileged_browsers.json	passwords
709	1980	1	res/gx.xml	alchemist
709	1868	1	res/eA.xml	openassistant
708	1824	1	res/T0.xml	alchemist
708	1872	1	res/gp.xml	alchemist
707	1464	1	res/bs.xml	alchemist
707	1988	1	res/tX.xml	alchemist
703	1728	24	res/Nu.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
701	1364	2	res/xL.xml	music,youpipe
699	1812	1	res/1x.xml	alchemist
699	1632	1	res/6y1.xml	alchemist
699	1904	1	res/c9.xml	alchemist
699	1816	1	res/m61.xml	alchemist
698	2192	1	res/ca.xml	alchemist
696	1617	2	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_UZ	contacts,messages
693	2616	1	res/FX.xml	alchemist
693	1664	2	res/w6.xml	music,youpipe
692	1480	2	res/96.xml	music,youpipe
691	1692	3	res/v0.xml	calendar,email,weather
691	1752	1	res/vN.xml	alchemist
691	1692	1	res/v0.xml	photos
690	1620	2	res/s9.xml	music,youpipe
685	2076	1	res/aV1.xml	alchemist
685	2436	1	res/g9.xml	alchemist
685	1437	1	org/apache/commons/codec/language/bm/gen_approx_russian.txt	passwords
685	1462	1	org/apache/commons/codec/language/bm/gen_rules_hebrew.txt	passwords
684	1804	1	res/p0.xml	openassistant
683	1644	1	res/A0.xml	openassistant
682	1536	3	res/0u1.xml	calendar,email,weather
682	1459	1	org/apache/commons/codec/language/bm/sep_rules_hebrew.txt	passwords
682	1332	1	res/Ww.xml	weather
680	1548	3	res/j51.xml	calendar,email,weather
680	1344	2	res/xL1.xml	music,youpipe
680	1236	1	res/sd.xml	openassistant
680	1472	1	org/apache/commons/codec/language/bm/ash_rules_hebrew.txt	passwords
680	1356	1	res/Qr.xml	passwords
680	1536	1	res/0u1.xml	photos
680	1548	1	res/j51.xml	photos
678	1656	24	res/Ol.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
678	2488	1	res/Uz.xml	alchemist
678	1544	1	res/i9.xml	alchemist
677	1676	1	res/mb.xml	alchemist
676	676	1	assets/dexopt/baseline.profm	messages
676	1828	2	res/7U.xml	music,youpipe
676	1427	1	org/apache/commons/codec/language/bm/ash_approx_russian.txt	passwords
675	1620	1	res/zm.xml	contacts
675	1496	2	res/Jn.xml	music,youpipe
675	1386	1	org/apache/commons/codec/language/bm/gen_rules_turkish.txt	passwords
674	1559	2	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_HK	contacts,messages
673	1616	1	res/mp.xml	maps
672	1788	1	res/uR.xml	alchemist
671	1588	1	res/0v.xml	openassistant
670	2116	2	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_ID	contacts,messages
670	1540	1	res/d5.xml	maps
670	1660	1	res/wr.xml	photos
669	1656	1	res/0_.xml	alchemist
668	1916	3	res/2f.xml	clock,notes,openassistant
668	2082	2	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_AT	contacts,messages
668	1916	8	res/2f.xml	chess,contacts,health,office,pipes,solitaire,unblockjam,wordmaker
668	1916	2	res/2f.xml	findfamily,maps
668	1916	1	res/2f.xml	alchemist
668	3036	1	res/QL.xml	alchemist
668	1916	1	res/2f1.xml	photos
668	1916	1	res/2f1.xml	weather
667	1916	2	res/2f1.xml	calendar,email
667	1916	1	res/2f.xml	camera
667	1916	1	res/2f.xml	messages
667	1916	2	res/2f.xml	music,youpipe
667	1496	2	res/Cs.xml	music,youpipe
667	1846	1	ch/qos/logback/classic/db/script/sqllite.sql	passwords
667	1916	1	res/2f.xml	pdf
667	1444	1	res/AB.xml	pdf
666	1396	1	res/52.xml	alchemist
666	1444	1	res/AB.xml	openassistant
666	1916	1	res/2f.xml	passwords
664	1752	1	res/pe.xml	maps
664	1356	1	res/bX.xml	openassistant
663	1728	1	res/h0.xml	alchemist
663	1300	1	res/i1.xml	weather
662	662	1	assets/dexopt/baseline.profm	pdf
662	1212	1	res/MP.xml	weather
661	661	1	assets/dexopt/baseline.profm	youpipe
660	2360	22	res/Ke.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
660	2360	3	res/z4.xml	calendar,email,weather
660	2556	1	res/pt1.xml	alchemist
660	2360	2	res/Ke.xml	passwords,photos
660	2360	1	res/z4.xml	photos
658	1440	1	res/aL.xml	weather
657	1648	1	res/MH.xml	alchemist
657	1760	1	res/c2.xml	maps
656	1676	2	res/K5.xml	calendar,email
656	1676	1	res/K5.xml	camera
656	1676	2	res/K5.xml	findfamily,maps
656	1224	1	res/Qr.xml	findfamily
656	1676	1	res/K5.xml	messages
656	1676	2	res/K5.xml	music,youpipe
656	1676	1	res/K5.xml	photos
656	1676	1	res/K5.xml	weather
655	1676	9	res/K5.xml	alchemist,chess,contacts,health,office,pipes,solitaire,unblockjam,wordmaker
655	1676	2	res/K5.xml	notes,openassistant
655	1676	1	res/K5.xml	passwords
655	1676	1	res/K5.xml	pdf
654	3986	1	assets/holidays/MuslimHolidays.json	calendar
654	1676	1	res/K5.xml	clock
653	2031	2	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_KR	contacts,messages
653	1560	1	res/k8.xml	pdf
652	1518	2	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_MY	contacts,messages
652	1226	1	org/apache/commons/codec/language/bm/gen_exact_any.txt	passwords
651	1324	2	res/4T.xml	calendar,maps
651	651	24	res/o_.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
651	1316	1	res/Ji.xml	alchemist
651	1560	1	res/k8.xml	openassistant
649	649	1	assets/dexopt/baseline.profm	findfamily
649	1552	1	res/IN.xml	alchemist
649	2768	1	res/ic.xml	alchemist
649	1811	1	ch/qos/logback/classic/db/script/mysql.sql	passwords
648	1552	1	res/6Y.xml	alchemist
647	1864	1	res/0S.xml	alchemist
646	1672	1	res/XZ.xml	alchemist
646	1560	1	res/9V.xml	photos
645	1560	2	res/9V.xml	calendar,email
645	1560	3	res/9V.xml	clock,notes,openassistant
645	1560	2	res/9V.xml	findfamily,maps
645	1560	2	res/9V.xml	music,youpipe
645	1560	1	res/9V.xml	weather
644	1560	1	res/9V.xml	camera
644	1560	9	res/9V.xml	alchemist,chess,contacts,health,office,pipes,solitaire,unblockjam,wordmaker
644	1536	1	res/Q4.xml	alchemist
644	1560	1	res/9V.xml	messages
644	1376	2	res/gX.xml	music,youpipe
644	1320	1	res/Ce.xml	openassistant
644	1560	1	res/9V.xml	passwords
643	1560	1	res/Qr.xml	email
643	1584	12	res/41.xml	alchemist,chess,findfamily,health,notes,openassistant,passwords,photos,pipes,solitaire,unblockjam,wordmaker
643	1810	1	ch/qos/logback/classic/db/script/postgresql.sql	passwords
643	1560	1	res/9V.xml	pdf
641	1300	1	res/Be1.xml	openassistant
641	2124	2	res/h4.xml	passwords,photos
640	2124	3	res/_11.xml	calendar,email,weather
640	2124	22	res/h4.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
640	2124	1	res/_11.xml	photos
639	1500	1	res/5V.xml	contacts
639	1144	1	res/7E.xml	openassistant
638	1400	1	res/Qr.xml	maps
636	1508	2	res/Hd.xml	contacts,findfamily
635	1512	1	res/Hd.xml	music
635	1109	1	org/apache/commons/codec/language/bm/sep_exact_common.txt	passwords
634	1440	1	res/mv.xml	alchemist
634	1508	1	res/uQ.xml	alchemist
633	1880	1	res/OT1.xml	alchemist
633	1376	2	res/dL.xml	music,youpipe
632	1841	2	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_PK	contacts,messages
632	632	1	assets/dexopt/baseline.profm	weather
631	631	24	res/Pb.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
629	1496	1	res/Vy.xml	unblockjam
629	629	1	assets/dexopt/baseline.profm	maps
628	1548	1	res/oY.xml	openassistant
628	1244	1	res/r9.xml	weather
627	1216	1	res/tL.xml	alchemist
627	1516	1	res/u7.xml	alchemist
627	1296	1	res/rw.xml	weather
625	1248	1	res/Op.xml	weather
625	1296	1	res/Pz.xml	weather
624	1144	24	res/dw.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
624	1204	13	res/yN.xml	alchemist,chess,findfamily,health,messages,notes,openassistant,passwords,photos,pipes,solitaire,unblockjam,wordmaker
624	1292	1	res/aD1.xml	weather
623	1584	2	res/JD.xml	findfamily,maps
623	1176	1	res/qr.xml	chess
623	1584	1	res/JD.xml	messages
623	1584	2	res/JD.xml	music,youpipe
623	1584	1	res/JD.xml	photos
623	1584	1	res/JD.xml	weather
622	1584	2	res/JD.xml	calendar,email
622	1584	1	res/JD.xml	camera
622	1584	1	res/JD.xml	clock
622	1584	9	res/JD.xml	alchemist,chess,contacts,health,office,pipes,solitaire,unblockjam,wordmaker
622	1584	2	res/JD.xml	notes,openassistant
622	1584	1	res/JD.xml	passwords
621	1184	2	res/xv.xml	music,youpipe
621	1584	1	res/JD.xml	pdf
621	1504	1	res/Qr.xml	photos
621	1248	1	res/R3.xml	weather
621	1400	1	res/WO.xml	weather
620	2724	4	res/LI.xml	calendar,email,pdf,weather
620	1476	1	res/Md.xml	contacts
620	1795	1	ch/qos/logback/classic/db/script/mssql.sql	passwords
620	2724	1	res/LI.xml	photos
619	2724	18	res/LI.xml	alchemist,camera,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
619	1452	1	res/xq.xml	alchemist
619	1428	2	res/is.xml	music,youpipe
619	2724	1	res/LI.xml	passwords
619	1200	1	res/Yn.xml	passwords
619	2724	1	res/A5.xml	photos
618	618	24	res/KH.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
618	2724	18	res/A5.xml	alchemist,camera,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
618	1522	2	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_TW	contacts,messages
618	1172	1	res/cB.xml	alchemist
618	2724	1	res/A5.xml	passwords
617	2724	4	res/A5.xml	calendar,email,pdf,weather
617	1292	1	res/O5.xml	alchemist
616	1444	1	res/oh.xml	alchemist
616	1328	1	res/op.xml	alchemist
616	1224	1	org/apache/commons/codec/language/bm/ash_approx_french.txt	passwords
615	1484	1	res/QF1.xml	camera
615	2724	16	res/dS.xml	alchemist,camera,chess,clock,contacts,health,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
614	2724	3	res/dS.xml	calendar,email,pdf
614	1584	1	res/hP1.xml	messages
614	1584	2	res/hP1.xml	music,youpipe
614	2724	1	res/dS.xml	passwords
613	1584	2	res/hP1.xml	calendar,email
613	1584	1	res/hP1.xml	camera
613	1584	9	res/hP1.xml	alchemist,chess,contacts,health,office,pipes,solitaire,unblockjam,wordmaker
613	1584	2	res/hP1.xml	findfamily,maps
613	1584	2	res/hP1.xml	notes,openassistant
613	1096	1	res/p_.xml	openassistant
613	1584	1	res/hP1.xml	photos
613	1584	1	res/hP1.xml	weather
612	1584	1	res/hP1.xml	clock
612	2664	2	res/Uf.xml	findfamily,maps
612	1404	2	res/Ax.xml	music,youpipe
612	2664	1	res/Uf.xml	passwords
612	1584	1	res/hP1.xml	passwords
612	1584	1	res/hP1.xml	pdf
612	2724	1	res/dS.xml	photos
611	2664	3	res/Uf.xml	calendar,email,pdf
611	2724	2	res/dS.xml	findfamily,maps
611	1540	1	res/AP.xml	alchemist
611	1216	1	res/Qr.xml	pdf
611	2664	1	res/Uf.xml	photos
611	2664	1	res/Uf.xml	weather
611	2724	1	res/dS.xml	weather
610	2664	16	res/Uf.xml	alchemist,camera,chess,clock,contacts,health,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
610	1276	1	res/Df.xml	alchemist
610	1622	1	ch/qos/logback/classic/db/script/sybaseSqlAnywhere.sql	passwords
608	1236	1	res/Mq.xml	alchemist
606	606	1	assets/dexopt/baseline.profm	music
605	1272	2	res/2T.xml	music,youpipe
602	1096	2	res/NI.xml	music,youpipe
602	1336	1	res/yX.xml	weather
601	1672	1	res/PF.xml	alchemist
601	1736	1	res/fu.xml	openassistant
599	1192	1	res/Kg.xml	maps
597	1284	2	res/Az.xml	music,youpipe
597	1684	1	res/F8.xml	openassistant
597	1396	1	res/vG.xml	pdf
596	2091	2	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_RU	contacts,messages
596	1160	1	res/kR.xml	maps
596	1324	3	res/nx.xml	openassistant,passwords,photos
596	1396	1	res/vG.xml	openassistant
595	595	24	res/49.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
595	2128	2	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_US	contacts,messages
595	1392	1	res/Kt.xml	contacts
595	595	1	assets/dexopt/baseline.profm	notes
594	1256	1	res/7G.xml	clock
593	593	24	res/9z.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
593	1356	2	res/cB.xml	calendar,maps
593	1152	1	res/Qr.xml	pipes
593	1467	1	ch/qos/logback/classic/db/script/hsqldb.sql	passwords
592	1300	1	res/db.xml	alchemist
592	1144	1	res/VO.xml	chess
592	1204	1	res/iu.xml	openassistant
592	1328	1	res/ew.xml	weather
591	1095	1	org/apache/commons/codec/language/bm/ash_exact_common.txt	passwords
590	1384	1	res/AF.xml	alchemist
590	1208	1	res/Qr.xml	alchemist
590	1384	1	res/xT.xml	alchemist
589	1093	1	org/apache/commons/codec/language/bm/gen_exact_common.txt	passwords
586	1096	2	res/g5.xml	health,openassistant
585	585	1	assets/dexopt/baseline.profm	calendar
585	585	24	res/g-.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
582	1104	1	res/W1.xml	camera
582	1108	2	res/I31.xml	music,youpipe
582	1304	1	res/5N.xml	weather
579	1184	1	res/QF.xml	camera
578	1200	2	res/6d.xml	music,youpipe
578	1144	2	res/Vc.xml	music,youpipe
577	577	1	assets/dexopt/baseline.profm	email
576	1184	1	res/uc1.xml	photos
574	1344	1	res/4W.xml	alchemist
574	1426	1	ch/qos/logback/classic/db/script/h2.sql	passwords
573	2251	2	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_CL	contacts,messages
571	1180	1	res/FT.xml	wordmaker
571	1436	1	res/Mt.xml	openassistant
570	1192	1	res/Qr.xml	office
569	1304	1	res/FT.xml	openassistant
568	1212	1	res/uS.xml	youpipe
567	1144	2	res/yG.xml	music,youpipe
566	1144	1	res/h_1.xml	weather
564	1048	1	res/mz.xml	health
563	563	24	res/RV.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
563	1200	1	res/ZY.xml	alchemist
562	1144	1	res/Xh.xml	openassistant
561	561	1	assets/dexopt/baseline.profm	health
561	1208	1	res/IV.xml	maps
560	560	1	assets/dexopt/baseline.profm	contacts
559	2004	1	res/cA1.xml	alchemist
558	1268	1	res/Xf.xml	wordmaker
558	2004	1	res/cA2.xml	weather
557	1685	2	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_BR	contacts,messages
557	1698	2	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_NL	contacts,messages
557	1296	1	res/lm.xml	alchemist
557	2004	1	res/cA1.xml	passwords
556	2004	1	res/cA2.xml	calendar
556	2004	1	res/cA1.xml	camera
556	2004	1	res/cA1.xml	contacts
556	2004	1	res/cA2.xml	email
556	1272	1	res/6a.xml	alchemist
556	2004	1	res/cA1.xml	pdf
555	2004	1	res/cA1.xml	clock
555	2004	1	res/cA1.xml	chess
555	2004	2	res/cA1.xml	pipes,unblockjam
555	2004	1	res/cA1.xml	wordmaker
555	2004	1	res/cA1.xml	health
555	1412	1	res/Br.xml	photos
555	1412	1	res/RK.xml	photos
555	1412	1	res/XY.xml	photos
555	1412	1	res/Yt.xml	photos
555	2004	1	res/cA2.xml	photos
555	1412	1	res/fR.xml	photos
555	1412	1	res/wj.xml	photos
555	1208	1	res/3f.xml	weather
554	1096	24	res/GD1.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
554	2004	1	res/cA1.xml	solitaire
554	1100	1	res/bc.xml	maps
554	2004	1	res/cA1.xml	maps
554	2004	1	res/cA1.xml	messages
554	2004	1	res/cA1.xml	notes
554	2004	1	res/cA1.xml	office
554	2004	1	res/cA1.xml	openassistant
553	1412	2	res/Yt.xml	calendar,email
553	1412	2	res/fR.xml	calendar,email
553	2004	1	res/cA1.xml	findfamily
553	2004	1	res/cA1.xml	music
553	1024	2	res/i8.xml	music,youpipe
553	1412	1	res/04.xml	photos
553	1412	1	res/tr.xml	photos
553	1412	1	res/Yt.xml	weather
553	1412	1	res/fR.xml	weather
553	2004	1	res/cA1.xml	youpipe
552	1412	2	res/04.xml	calendar,email
552	1412	2	res/Br.xml	calendar,email
552	1412	2	res/RK.xml	calendar,email
552	1412	2	res/XY.xml	calendar,email
552	1412	2	res/tr.xml	calendar,email
552	1412	2	res/wj.xml	calendar,email
552	1810	2	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_PY	contacts,messages
552	1860	1	res/SK.xml	alchemist
552	1060	2	res/ve.xml	music,youpipe
552	1412	1	res/Br.xml	weather
552	1412	1	res/RK.xml	weather
552	1412	1	res/XY.xml	weather
552	1412	1	res/tr.xml	weather
552	1412	1	res/wj.xml	weather
551	1716	22	res/Eg.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
551	1048	1	res/b_.xml	alchemist
551	1144	1	res/md.xml	alchemist
551	1176	1	res/p1.xml	maps
551	1340	1	res/bt1.xml	openassistant
