comp_bytes	uncomp_bytes	num_apps	path	apps
92	206	2	com/google/i18n/phonenumbers/data/PhoneNumberAlternateFormatsProto_39	contacts,messages
92	244	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_BZ	contacts,messages
92	210	1	assets/levels/480.txt	wordmaker
91	225	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_BQ	contacts,messages
91	225	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_CW	contacts,messages
91	225	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_MS	contacts,messages
87	269	2	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_FK	contacts,messages
87	212	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_NU	contacts,messages
87	210	1	assets/levels/696.txt	wordmaker
87	195	1	assets/levels/852.txt	wordmaker
86	201	2	com/google/i18n/phonenumbers/data/PhoneNumberAlternateFormatsProto_351	contacts,messages
86	214	2	com/google/i18n/phonenumbers/data/PhoneNumberAlternateFormatsProto_61	contacts,messages
86	227	2	com/google/i18n/phonenumbers/data/PhoneNumberAlternateFormatsProto_81	contacts,messages
86	201	2	com/google/i18n/phonenumbers/data/PhoneNumberAlternateFormatsProto_84	contacts,messages
86	180	1	assets/levels/352.txt	wordmaker
85	233	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_DM	contacts,messages
85	233	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_KN	contacts,messages
85	208	1	assets/levels/392.txt	wordmaker
85	192	1	assets/levels/397.txt	wordmaker
85	182	1	assets/levels/464.txt	wordmaker
84	220	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_DO	contacts,messages
84	213	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_NR	contacts,messages
84	238	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_RU	contacts,messages
84	224	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_SO	contacts,messages
83	165	1	assets/levels/560.txt	wordmaker
82	204	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_CG	contacts,messages
82	214	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_TT	contacts,messages
82	176	1	assets/levels/356.txt	wordmaker
82	195	1	assets/levels/472.txt	wordmaker
82	168	1	assets/levels/474.txt	wordmaker
82	156	1	assets/levels/564.txt	wordmaker
81	204	2	com/google/i18n/phonenumbers/data/PhoneNumberAlternateFormatsProto_359	contacts,messages
81	236	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_EC	contacts,messages
81	236	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_LB	contacts,messages
81	226	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_MC	contacts,messages
81	154	1	assets/levels/320.txt	wordmaker
81	156	1	assets/levels/584.txt	wordmaker
81	180	1	assets/levels/775.txt	wordmaker
80	180	2	com/google/i18n/phonenumbers/data/PhoneNumberAlternateFormatsProto_94	contacts,messages
80	214	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_BS	contacts,messages
80	156	1	assets/levels/460.txt	wordmaker
80	156	1	assets/levels/676.txt	wordmaker
80	168	1	assets/levels/690.txt	wordmaker
80	165	1	assets/levels/708.txt	wordmaker
80	168	1	assets/levels/716.txt	wordmaker
80	165	1	assets/levels/830.txt	wordmaker
79	218	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_LC	contacts,messages
79	202	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_PA	contacts,messages
79	218	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_TC	contacts,messages
79	218	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_VC	contacts,messages
79	218	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_VG	contacts,messages
79	165	1	assets/levels/236.txt	wordmaker
79	182	1	assets/levels/512.txt	wordmaker
79	168	1	assets/levels/781.txt	wordmaker
79	165	1	assets/levels/795.txt	wordmaker
79	165	1	assets/levels/828.txt	wordmaker
78	151	2	com/google/i18n/phonenumbers/data/PhoneNumberAlternateFormatsProto_64	contacts,messages
78	227	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_VE	contacts,messages
78	154	1	assets/levels/232.txt	wordmaker
78	165	1	assets/levels/244.txt	wordmaker
78	154	1	assets/levels/388.txt	wordmaker
78	168	1	assets/levels/514.txt	wordmaker
78	180	1	assets/levels/660.txt	wordmaker
78	156	1	assets/levels/764.txt	wordmaker
78	182	1	assets/levels/844.txt	wordmaker
78	156	1	assets/levels/857.txt	wordmaker
77	118	2	com/google/i18n/phonenumbers/data/PhoneNumberAlternateFormatsProto_55	contacts,messages
77	230	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_TO	contacts,messages
77	156	1	assets/levels/340.txt	wordmaker
77	154	1	assets/levels/390.txt	wordmaker
77	131	1	assets/levels/4200.txt	wordmaker
77	156	1	assets/levels/580.txt	wordmaker
77	143	1	assets/levels/642.txt	wordmaker
77	168	1	assets/levels/664.txt	wordmaker
77	156	1	assets/levels/748.txt	wordmaker
77	156	1	assets/levels/749.txt	wordmaker
77	165	1	assets/levels/750.txt	wordmaker
77	156	1	assets/levels/784.txt	wordmaker
77	180	1	assets/levels/802.txt	wordmaker
76	211	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_SR	contacts,messages
76	198	1	assets/levels/204.txt	wordmaker
76	156	1	assets/levels/448.txt	wordmaker
76	156	1	assets/levels/468.txt	wordmaker
76	143	1	assets/levels/476.txt	wordmaker
76	156	1	assets/levels/540.txt	wordmaker
76	156	1	assets/levels/612.txt	wordmaker
76	131	1	assets/levels/6170.txt	wordmaker
76	154	1	assets/levels/656.txt	wordmaker
76	154	1	assets/levels/816.txt	wordmaker
76	143	1	assets/levels/840.txt	wordmaker
76	143	1	assets/levels/847.txt	wordmaker
75	132	24	res/Lv.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
75	200	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_FK	contacts,messages
75	235	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_GM	contacts,messages
75	224	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_TJ	contacts,messages
75	200	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_TV	contacts,messages
75	224	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_XK	contacts,messages
75	131	1	assets/levels/1546.txt	wordmaker
75	131	1	assets/levels/2177.txt	wordmaker
75	156	1	assets/levels/269.txt	wordmaker
75	131	1	assets/levels/3039.txt	wordmaker
75	131	1	assets/levels/3271.txt	wordmaker
75	131	1	assets/levels/3333.txt	wordmaker
75	165	1	assets/levels/381.txt	wordmaker
75	154	1	assets/levels/436.txt	wordmaker
75	154	1	assets/levels/452.txt	wordmaker
75	131	1	assets/levels/4570.txt	wordmaker
75	154	1	assets/levels/458.txt	wordmaker
75	154	1	assets/levels/508.txt	wordmaker
75	154	1	assets/levels/552.txt	wordmaker
75	154	1	assets/levels/600.txt	wordmaker
75	143	1	assets/levels/672.txt	wordmaker
75	156	1	assets/levels/771.txt	wordmaker
75	143	1	assets/levels/812.txt	wordmaker
74	158	2	com/google/i18n/phonenumbers/data/PhoneNumberAlternateFormatsProto_373	contacts,messages
74	196	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_GL	contacts,messages
74	205	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_GU	contacts,messages
74	215	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_KP	contacts,messages
74	205	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_KY	contacts,messages
74	229	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_MG	contacts,messages
74	205	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_MP	contacts,messages
74	221	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_NF	contacts,messages
74	221	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_PE	contacts,messages
74	215	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_PH	contacts,messages
74	205	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_PR	contacts,messages
74	223	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_RE	contacts,messages
74	205	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_SX	contacts,messages
74	205	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_VI	contacts,messages
74	218	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_ZM	contacts,messages
74	131	1	assets/levels/1254.txt	wordmaker
74	131	1	assets/levels/1692.txt	wordmaker
74	143	1	assets/levels/214.txt	wordmaker
74	131	1	assets/levels/2198.txt	wordmaker
74	131	1	assets/levels/2721.txt	wordmaker
74	131	1	assets/levels/3279.txt	wordmaker
74	131	1	assets/levels/3327.txt	wordmaker
74	131	1	assets/levels/3352.txt	wordmaker
74	131	1	assets/levels/3604.txt	wordmaker
74	131	1	assets/levels/4248.txt	wordmaker
74	131	1	assets/levels/4407.txt	wordmaker
74	131	1	assets/levels/4457.txt	wordmaker
74	131	1	assets/levels/5098.txt	wordmaker
74	131	1	assets/levels/5912.txt	wordmaker
74	131	1	assets/levels/6116.txt	wordmaker
74	131	1	assets/levels/6911.txt	wordmaker
74	131	1	assets/levels/6938.txt	wordmaker
74	131	1	assets/levels/7196.txt	wordmaker
74	154	1	assets/levels/724.txt	wordmaker
74	130	1	assets/levels/739.txt	wordmaker
74	131	1	assets/levels/7640.txt	wordmaker
74	131	1	assets/levels/7888.txt	wordmaker
73	188	2	com/google/i18n/phonenumbers/data/PhoneNumberAlternateFormatsProto_372	contacts,messages
73	220	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_EH	contacts,messages
73	220	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_MA	contacts,messages
73	131	1	assets/levels/1125.txt	wordmaker
73	154	1	assets/levels/132.txt	wordmaker
73	131	1	assets/levels/1364.txt	wordmaker
73	131	1	assets/levels/1457.txt	wordmaker
73	131	1	assets/levels/1509.txt	wordmaker
73	131	1	assets/levels/1510.txt	wordmaker
73	131	1	assets/levels/1643.txt	wordmaker
73	131	1	assets/levels/1890.txt	wordmaker
73	131	1	assets/levels/2101.txt	wordmaker
73	131	1	assets/levels/2134.txt	wordmaker
73	131	1	assets/levels/2301.txt	wordmaker
73	131	1	assets/levels/2440.txt	wordmaker
73	131	1	assets/levels/2520.txt	wordmaker
73	131	1	assets/levels/2898.txt	wordmaker
73	140	1	assets/levels/311.txt	wordmaker
73	131	1	assets/levels/3220.txt	wordmaker
73	131	1	assets/levels/3386.txt	wordmaker
73	131	1	assets/levels/3555.txt	wordmaker
73	131	1	assets/levels/3609.txt	wordmaker
73	154	1	assets/levels/363.txt	wordmaker
73	131	1	assets/levels/3798.txt	wordmaker
73	131	1	assets/levels/4142.txt	wordmaker
73	131	1	assets/levels/4620.txt	wordmaker
73	131	1	assets/levels/4782.txt	wordmaker
73	131	1	assets/levels/4803.txt	wordmaker
73	131	1	assets/levels/5267.txt	wordmaker
73	131	1	assets/levels/5619.txt	wordmaker
73	131	1	assets/levels/6129.txt	wordmaker
73	131	1	assets/levels/6325.txt	wordmaker
73	131	1	assets/levels/6348.txt	wordmaker
73	131	1	assets/levels/6584.txt	wordmaker
73	131	1	assets/levels/6672.txt	wordmaker
73	131	1	assets/levels/7097.txt	wordmaker
73	154	1	assets/levels/712.txt	wordmaker
73	131	1	assets/levels/7263.txt	wordmaker
73	131	1	assets/levels/7572.txt	wordmaker
73	131	1	assets/levels/7636.txt	wordmaker
73	120	1	assets/levels/7951.txt	wordmaker
73	143	1	assets/levels/823.txt	wordmaker
73	131	1	assets/levels/996.txt	wordmaker
72	119	1	assets/levels/1075.txt	wordmaker
72	131	1	assets/levels/1143.txt	wordmaker
72	131	1	assets/levels/1196.txt	wordmaker
72	131	1	assets/levels/1387.txt	wordmaker
72	131	1	assets/levels/1455.txt	wordmaker
72	131	1	assets/levels/1784.txt	wordmaker
72	131	1	assets/levels/1861.txt	wordmaker
72	131	1	assets/levels/2056.txt	wordmaker
72	131	1	assets/levels/2097.txt	wordmaker
72	131	1	assets/levels/2102.txt	wordmaker
72	131	1	assets/levels/2130.txt	wordmaker
72	131	1	assets/levels/2319.txt	wordmaker
72	131	1	assets/levels/2367.txt	wordmaker
72	131	1	assets/levels/2498.txt	wordmaker
72	120	1	assets/levels/2558.txt	wordmaker
72	132	1	assets/levels/260.txt	wordmaker
72	131	1	assets/levels/2630.txt	wordmaker
72	131	1	assets/levels/2702.txt	wordmaker
72	131	1	assets/levels/3026.txt	wordmaker
72	131	1	assets/levels/3221.txt	wordmaker
72	120	1	assets/levels/3340.txt	wordmaker
72	131	1	assets/levels/3343.txt	wordmaker
72	131	1	assets/levels/3377.txt	wordmaker
72	131	1	assets/levels/3560.txt	wordmaker
72	131	1	assets/levels/3725.txt	wordmaker
72	131	1	assets/levels/3923.txt	wordmaker
72	131	1	assets/levels/3942.txt	wordmaker
72	131	1	assets/levels/4025.txt	wordmaker
72	131	1	assets/levels/4055.txt	wordmaker
72	120	1	assets/levels/4119.txt	wordmaker
72	131	1	assets/levels/4207.txt	wordmaker
72	131	1	assets/levels/4302.txt	wordmaker
72	131	1	assets/levels/4308.txt	wordmaker
72	131	1	assets/levels/4331.txt	wordmaker
72	131	1	assets/levels/4450.txt	wordmaker
72	131	1	assets/levels/4539.txt	wordmaker
72	131	1	assets/levels/4548.txt	wordmaker
72	131	1	assets/levels/4854.txt	wordmaker
72	131	1	assets/levels/4863.txt	wordmaker
72	150	1	assets/levels/500.txt	wordmaker
72	143	1	assets/levels/504.txt	wordmaker
72	131	1	assets/levels/5127.txt	wordmaker
72	131	1	assets/levels/5136.txt	wordmaker
72	131	1	assets/levels/5233.txt	wordmaker
72	150	1	assets/levels/524.txt	wordmaker
72	131	1	assets/levels/5304.txt	wordmaker
72	131	1	assets/levels/5313.txt	wordmaker
72	131	1	assets/levels/5430.txt	wordmaker
72	131	1	assets/levels/5435.txt	wordmaker
72	140	1	assets/levels/544.txt	wordmaker
72	131	1	assets/levels/5535.txt	wordmaker
72	131	1	assets/levels/5674.txt	wordmaker
72	156	1	assets/levels/568.txt	wordmaker
72	131	1	assets/levels/5830.txt	wordmaker
72	132	1	assets/levels/588.txt	wordmaker
72	131	1	assets/levels/5945.txt	wordmaker
72	132	1	assets/levels/608.txt	wordmaker
72	131	1	assets/levels/6183.txt	wordmaker
72	131	1	assets/levels/6217.txt	wordmaker
72	131	1	assets/levels/6397.txt	wordmaker
72	131	1	assets/levels/6412.txt	wordmaker
72	131	1	assets/levels/6415.txt	wordmaker
72	131	1	assets/levels/6856.txt	wordmaker
72	131	1	assets/levels/7183.txt	wordmaker
72	131	1	assets/levels/7215.txt	wordmaker
72	120	1	assets/levels/7248.txt	wordmaker
72	132	1	assets/levels/726.txt	wordmaker
72	131	1	assets/levels/7501.txt	wordmaker
72	120	1	assets/levels/7530.txt	wordmaker
72	131	1	assets/levels/7564.txt	wordmaker
72	131	1	assets/levels/7599.txt	wordmaker
72	131	1	assets/levels/7631.txt	wordmaker
72	131	1	assets/levels/7674.txt	wordmaker
72	131	1	assets/levels/7692.txt	wordmaker
72	120	1	assets/levels/7746.txt	wordmaker
72	131	1	assets/levels/7828.txt	wordmaker
72	131	1	assets/levels/7859.txt	wordmaker
72	131	1	assets/levels/7872.txt	wordmaker
72	132	1	assets/levels/796.txt	wordmaker
72	131	1	assets/levels/7981.txt	wordmaker
72	131	1	assets/levels/947.txt	wordmaker
72	131	1	assets/levels/971.txt	wordmaker
71	245	2	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_TA	contacts,messages
71	212	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_AC	contacts,messages
71	131	1	assets/levels/1023.txt	wordmaker
71	131	1	assets/levels/1106.txt	wordmaker
71	131	1	assets/levels/1163.txt	wordmaker
71	131	1	assets/levels/1229.txt	wordmaker
71	132	1	assets/levels/124.txt	wordmaker
71	131	1	assets/levels/1242.txt	wordmaker
71	131	1	assets/levels/1255.txt	wordmaker
71	131	1	assets/levels/1266.txt	wordmaker
71	131	1	assets/levels/1314.txt	wordmaker
71	120	1	assets/levels/1356.txt	wordmaker
71	131	1	assets/levels/1365.txt	wordmaker
71	131	1	assets/levels/1372.txt	wordmaker
71	131	1	assets/levels/1392.txt	wordmaker
71	131	1	assets/levels/1432.txt	wordmaker
71	119	1	assets/levels/1441.txt	wordmaker
71	131	1	assets/levels/1489.txt	wordmaker
71	150	1	assets/levels/152.txt	wordmaker
71	131	1	assets/levels/1569.txt	wordmaker
71	131	1	assets/levels/1587.txt	wordmaker
71	131	1	assets/levels/1650.txt	wordmaker
71	131	1	assets/levels/1777.txt	wordmaker
71	131	1	assets/levels/1797.txt	wordmaker
71	119	1	assets/levels/1970.txt	wordmaker
71	131	1	assets/levels/1978.txt	wordmaker
71	131	1	assets/levels/2034.txt	wordmaker
71	143	1	assets/levels/209.txt	wordmaker
71	131	1	assets/levels/2110.txt	wordmaker
71	131	1	assets/levels/2187.txt	wordmaker
71	131	1	assets/levels/2201.txt	wordmaker
71	119	1	assets/levels/2250.txt	wordmaker
71	131	1	assets/levels/2410.txt	wordmaker
71	131	1	assets/levels/2482.txt	wordmaker
71	120	1	assets/levels/2541.txt	wordmaker
71	131	1	assets/levels/2550.txt	wordmaker
71	131	1	assets/levels/2658.txt	wordmaker
71	119	1	assets/levels/2752.txt	wordmaker
71	131	1	assets/levels/2761.txt	wordmaker
71	119	1	assets/levels/2780.txt	wordmaker
71	131	1	assets/levels/2816.txt	wordmaker
71	131	1	assets/levels/2822.txt	wordmaker
71	131	1	assets/levels/2835.txt	wordmaker
71	131	1	assets/levels/2880.txt	wordmaker
71	131	1	assets/levels/2895.txt	wordmaker
71	131	1	assets/levels/2956.txt	wordmaker
71	119	1	assets/levels/2963.txt	wordmaker
71	131	1	assets/levels/3001.txt	wordmaker
71	131	1	assets/levels/3060.txt	wordmaker
71	131	1	assets/levels/3071.txt	wordmaker
71	131	1	assets/levels/3166.txt	wordmaker
71	131	1	assets/levels/3237.txt	wordmaker
71	131	1	assets/levels/3290.txt	wordmaker
71	131	1	assets/levels/3351.txt	wordmaker
71	131	1	assets/levels/3357.txt	wordmaker
71	131	1	assets/levels/3399.txt	wordmaker
71	131	1	assets/levels/3456.txt	wordmaker
71	131	1	assets/levels/3504.txt	wordmaker
71	131	1	assets/levels/3505.txt	wordmaker
71	119	1	assets/levels/3534.txt	wordmaker
71	119	1	assets/levels/3586.txt	wordmaker
71	131	1	assets/levels/3673.txt	wordmaker
71	131	1	assets/levels/3680.txt	wordmaker
71	120	1	assets/levels/3989.txt	wordmaker
71	131	1	assets/levels/3990.txt	wordmaker
71	131	1	assets/levels/3998.txt	wordmaker
71	131	1	assets/levels/4005.txt	wordmaker
71	131	1	assets/levels/4006.txt	wordmaker
71	130	1	assets/levels/412.txt	wordmaker
71	120	1	assets/levels/4257.txt	wordmaker
71	131	1	assets/levels/4282.txt	wordmaker
71	131	1	assets/levels/4377.txt	wordmaker
71	131	1	assets/levels/4403.txt	wordmaker
71	132	1	assets/levels/442.txt	wordmaker
71	131	1	assets/levels/4478.txt	wordmaker
71	131	1	assets/levels/4515.txt	wordmaker
71	131	1	assets/levels/4525.txt	wordmaker
71	140	1	assets/levels/456.txt	wordmaker
71	120	1	assets/levels/4567.txt	wordmaker
71	131	1	assets/levels/4610.txt	wordmaker
71	119	1	assets/levels/4646.txt	wordmaker
71	143	1	assets/levels/466.txt	wordmaker
71	131	1	assets/levels/4677.txt	wordmaker
71	119	1	assets/levels/4691.txt	wordmaker
71	119	1	assets/levels/4698.txt	wordmaker
71	131	1	assets/levels/4706.txt	wordmaker
71	131	1	assets/levels/4777.txt	wordmaker
71	131	1	assets/levels/4800.txt	wordmaker
71	131	1	assets/levels/4812.txt	wordmaker
71	132	1	assets/levels/484.txt	wordmaker
71	143	1	assets/levels/492.txt	wordmaker
71	132	1	assets/levels/496.txt	wordmaker
71	119	1	assets/levels/4996.txt	wordmaker
71	131	1	assets/levels/5010.txt	wordmaker
71	131	1	assets/levels/5018.txt	wordmaker
71	131	1	assets/levels/5156.txt	wordmaker
71	131	1	assets/levels/5168.txt	wordmaker
71	131	1	assets/levels/5184.txt	wordmaker
71	131	1	assets/levels/5189.txt	wordmaker
71	131	1	assets/levels/5249.txt	wordmaker
71	131	1	assets/levels/5295.txt	wordmaker
71	131	1	assets/levels/5336.txt	wordmaker
71	131	1	assets/levels/5448.txt	wordmaker
71	131	1	assets/levels/5451.txt	wordmaker
71	120	1	assets/levels/5485.txt	wordmaker
71	131	1	assets/levels/5523.txt	wordmaker
71	131	1	assets/levels/5542.txt	wordmaker
71	120	1	assets/levels/5546.txt	wordmaker
71	131	1	assets/levels/5583.txt	wordmaker
71	131	1	assets/levels/5633.txt	wordmaker
71	120	1	assets/levels/5641.txt	wordmaker
71	120	1	assets/levels/5655.txt	wordmaker
71	119	1	assets/levels/5661.txt	wordmaker
71	119	1	assets/levels/5678.txt	wordmaker
71	131	1	assets/levels/5759.txt	wordmaker
71	120	1	assets/levels/5793.txt	wordmaker
71	131	1	assets/levels/5810.txt	wordmaker
71	131	1	assets/levels/5821.txt	wordmaker
71	131	1	assets/levels/6019.txt	wordmaker
71	131	1	assets/levels/6038.txt	wordmaker
71	131	1	assets/levels/6103.txt	wordmaker
71	131	1	assets/levels/6177.txt	wordmaker
71	131	1	assets/levels/6191.txt	wordmaker
71	120	1	assets/levels/6214.txt	wordmaker
71	131	1	assets/levels/6275.txt	wordmaker
71	131	1	assets/levels/6307.txt	wordmaker
71	131	1	assets/levels/6322.txt	wordmaker
71	131	1	assets/levels/6368.txt	wordmaker
71	131	1	assets/levels/6488.txt	wordmaker
71	119	1	assets/levels/6518.txt	wordmaker
71	131	1	assets/levels/6607.txt	wordmaker
71	131	1	assets/levels/6647.txt	wordmaker
71	131	1	assets/levels/6664.txt	wordmaker
71	119	1	assets/levels/6683.txt	wordmaker
71	131	1	assets/levels/6692.txt	wordmaker
71	131	1	assets/levels/6756.txt	wordmaker
71	119	1	assets/levels/6768.txt	wordmaker
71	131	1	assets/levels/6951.txt	wordmaker
71	131	1	assets/levels/6993.txt	wordmaker
71	131	1	assets/levels/7056.txt	wordmaker
71	131	1	assets/levels/7126.txt	wordmaker
71	131	1	assets/levels/7148.txt	wordmaker
71	120	1	assets/levels/7150.txt	wordmaker
71	130	1	assets/levels/721.txt	wordmaker
71	119	1	assets/levels/7226.txt	wordmaker
71	131	1	assets/levels/7237.txt	wordmaker
71	131	1	assets/levels/7240.txt	wordmaker
71	132	1	assets/levels/731.txt	wordmaker
71	131	1	assets/levels/7318.txt	wordmaker
71	131	1	assets/levels/7374.txt	wordmaker
71	131	1	assets/levels/7398.txt	wordmaker
71	131	1	assets/levels/7424.txt	wordmaker
71	131	1	assets/levels/7562.txt	wordmaker
71	131	1	assets/levels/7566.txt	wordmaker
71	120	1	assets/levels/7689.txt	wordmaker
71	119	1	assets/levels/7738.txt	wordmaker
71	120	1	assets/levels/7759.txt	wordmaker
71	131	1	assets/levels/7848.txt	wordmaker
71	131	1	assets/levels/7893.txt	wordmaker
71	120	1	assets/levels/7921.txt	wordmaker
71	131	1	assets/levels/7957.txt	wordmaker
71	140	1	assets/levels/798.txt	wordmaker
71	131	1	assets/levels/7995.txt	wordmaker
71	140	1	assets/levels/850.txt	wordmaker
71	131	1	assets/levels/931.txt	wordmaker
70	206	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_CC	contacts,messages
70	206	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_CX	contacts,messages
70	197	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_TM	contacts,messages
70	211	2	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_YT	contacts,messages
70	131	1	assets/levels/1063.txt	wordmaker
70	131	1	assets/levels/1077.txt	wordmaker
70	120	1	assets/levels/1088.txt	wordmaker
70	131	1	assets/levels/1105.txt	wordmaker
70	120	1	assets/levels/1187.txt	wordmaker
70	131	1	assets/levels/1224.txt	wordmaker
70	120	1	assets/levels/1235.txt	wordmaker
70	119	1	assets/levels/1240.txt	wordmaker
70	131	1	assets/levels/1256.txt	wordmaker
70	131	1	assets/levels/1261.txt	wordmaker
70	131	1	assets/levels/1274.txt	wordmaker
70	119	1	assets/levels/1304.txt	wordmaker
70	143	1	assets/levels/136.txt	wordmaker
70	131	1	assets/levels/1400.txt	wordmaker
70	120	1	assets/levels/1402.txt	wordmaker
70	131	1	assets/levels/1439.txt	wordmaker
70	119	1	assets/levels/1450.txt	wordmaker
70	131	1	assets/levels/1479.txt	wordmaker
70	119	1	assets/levels/1506.txt	wordmaker
70	131	1	assets/levels/1549.txt	wordmaker
70	120	1	assets/levels/1573.txt	wordmaker
70	131	1	assets/levels/1708.txt	wordmaker
70	131	1	assets/levels/1989.txt	wordmaker
70	131	1	assets/levels/2091.txt	wordmaker
70	131	1	assets/levels/2104.txt	wordmaker
70	131	1	assets/levels/2117.txt	wordmaker
70	119	1	assets/levels/2136.txt	wordmaker
70	131	1	assets/levels/2138.txt	wordmaker
70	131	1	assets/levels/2200.txt	wordmaker
70	131	1	assets/levels/2256.txt	wordmaker
70	119	1	assets/levels/2263.txt	wordmaker
70	130	1	assets/levels/228.txt	wordmaker
70	120	1	assets/levels/2327.txt	wordmaker
70	131	1	assets/levels/2356.txt	wordmaker
70	131	1	assets/levels/2420.txt	wordmaker
70	120	1	assets/levels/2486.txt	wordmaker
70	131	1	assets/levels/2488.txt	wordmaker
70	131	1	assets/levels/2519.txt	wordmaker
70	131	1	assets/levels/2527.txt	wordmaker
70	131	1	assets/levels/2555.txt	wordmaker
70	120	1	assets/levels/2593.txt	wordmaker
70	120	1	assets/levels/2663.txt	wordmaker
70	131	1	assets/levels/2678.txt	wordmaker
70	131	1	assets/levels/2691.txt	wordmaker
70	131	1	assets/levels/2760.txt	wordmaker
70	131	1	assets/levels/2772.txt	wordmaker
70	131	1	assets/levels/2845.txt	wordmaker
70	131	1	assets/levels/2851.txt	wordmaker
70	131	1	assets/levels/2855.txt	wordmaker
70	131	1	assets/levels/2946.txt	wordmaker
70	131	1	assets/levels/2958.txt	wordmaker
70	131	1	assets/levels/2978.txt	wordmaker
70	131	1	assets/levels/2982.txt	wordmaker
70	131	1	assets/levels/2984.txt	wordmaker
70	131	1	assets/levels/2992.txt	wordmaker
70	131	1	assets/levels/3048.txt	wordmaker
70	119	1	assets/levels/3057.txt	wordmaker
70	131	1	assets/levels/3161.txt	wordmaker
70	131	1	assets/levels/3169.txt	wordmaker
70	131	1	assets/levels/3196.txt	wordmaker
70	120	1	assets/levels/3231.txt	wordmaker
70	119	1	assets/levels/3238.txt	wordmaker
70	131	1	assets/levels/3312.txt	wordmaker
70	120	1	assets/levels/3318.txt	wordmaker
70	120	1	assets/levels/3415.txt	wordmaker
70	131	1	assets/levels/3429.txt	wordmaker
70	131	1	assets/levels/3465.txt	wordmaker
70	131	1	assets/levels/3468.txt	wordmaker
70	131	1	assets/levels/3547.txt	wordmaker
70	120	1	assets/levels/3575.txt	wordmaker
70	131	1	assets/levels/3672.txt	wordmaker
70	131	1	assets/levels/3702.txt	wordmaker
70	131	1	assets/levels/3705.txt	wordmaker
70	131	1	assets/levels/3707.txt	wordmaker
70	131	1	assets/levels/3732.txt	wordmaker
70	131	1	assets/levels/3755.txt	wordmaker
70	120	1	assets/levels/3771.txt	wordmaker
