comp_bytes	num_apps	waste_bytes	path	apps
390	16	5850	res/JT.xml	alchemist,camera,chess,clock,contacts,health,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
390	2	390	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_NA	contacts,messages
390	5	1560	res/0f1.xml	email,notes,office,openassistant,photos
389	3	778	res/Sc.xml	camera,openassistant,photos
389	2	389	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_BR	contacts,messages
389	2	389	res/t6.xml	music,youpipe
388	20	7372	res/DV.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
388	2	388	res/FD.xml	calendar,email
388	2	388	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_LI	contacts,messages
387	2	387	res/vW.xml	calendar,email
387	2	387	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_KY	contacts,messages
385	20	7315	res/color/m3_standard_toolbar_icon_button_ripple_color_selector.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
385	20	7315	res/color/m3_vibrant_toolbar_icon_button_ripple_color_selector.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
385	3	770	res/fh.xml	calendar,email,weather
385	3	770	res/j5.xml	calendar,email,weather
385	2	385	res/93.xml	email,openassistant
385	2	385	res/color/m3_navigation_item_icon_tint.xml	findfamily,maps
385	2	385	res/color/m3_navigation_item_text_color.xml	findfamily,maps
385	2	385	res/es1.xml	music,youpipe
384	3	768	res/B9.xml	calendar,email,weather
384	2	384	res/color/m3_navigation_item_text_color.xml	calendar,email
384	3	768	res/color/m3_tabs_ripple_color.xml	calendar,email,weather
384	3	768	res/ig.xml	calendar,email,weather
384	15	5376	res/color/m3_navigation_item_icon_tint.xml	alchemist,chess,clock,contacts,health,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
384	15	5376	res/color/m3_navigation_item_text_color.xml	alchemist,chess,clock,contacts,health,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
384	17	6144	res/color/m3_tabs_ripple_color.xml	alchemist,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
384	2	384	res/LQ.xml	email,openassistant
384	2	384	res/eO.xml	music,youpipe
383	3	766	res/4A.xml	calendar,email,weather
383	3	766	res/EV.xml	calendar,email,weather
383	3	766	res/TF.xml	calendar,email,weather
383	2	383	res/color/m3_navigation_item_icon_tint.xml	calendar,email
383	3	766	res/m5.xml	calendar,email,weather
383	3	766	res/rU.xml	calendar,email,weather
382	3	764	res/4S.xml	calendar,email,messages
382	3	764	res/rI.xml	calendar,email,messages
382	14	4966	res/4S.xml	alchemist,chess,clock,contacts,health,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
382	14	4966	res/rI.xml	alchemist,chess,clock,contacts,health,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
382	2	382	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_KG	contacts,messages
381	3	762	res/2f.xml	calendar,email,weather
381	20	7239	res/4_.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
381	3	762	res/PR.xml	calendar,email,weather
381	3	762	res/jL.xml	calendar,email,weather
381	2	381	res/4S.xml	findfamily,maps
381	2	381	res/rI.xml	findfamily,maps
380	24	8740	res/Uy.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
380	22	7980	res/Zg.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
380	3	760	res/a7.xml	calendar,email,weather
380	3	760	res/bz.xml	calendar,email,weather
380	3	760	res/wW.xml	calendar,email,weather
380	2	380	res/Zg.xml	passwords,photos
379	3	758	res/_1.xml	calendar,email,weather
379	4	1137	res/ay.xml	calendar,email,photos,weather
379	3	758	res/hf.xml	calendar,email,weather
379	3	758	res/le.xml	calendar,email,weather
379	2	379	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_GU	contacts,messages
378	3	756	res/-_.xml	calendar,email,weather
378	3	756	res/9E1.xml	calendar,email,weather
378	3	756	res/Wz.xml	calendar,email,weather
378	3	756	res/color/m3_selection_control_ripple_color_selector.xml	calendar,email,weather
378	3	756	res/hV.xml	calendar,email,weather
378	3	756	res/iB.xml	calendar,email,weather
378	3	756	res/v2.xml	calendar,email,weather
378	3	756	res/vs.xml	calendar,email,weather
378	4	1134	res/lj.xml	clock,music,openassistant,photos
378	5	1512	res/eM.xml	contacts,openassistant,photos,pipes,unblockjam
377	22	7917	res/5T.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
377	3	754	res/5c.xml	calendar,email,weather
377	3	754	res/6W.xml	calendar,email,weather
377	3	754	res/JK.xml	calendar,email,weather
377	3	754	res/N9.xml	calendar,email,weather
377	3	754	res/_c.xml	calendar,email,weather
377	3	754	res/color/m3_navigation_item_ripple_color.xml	calendar,email,weather
377	3	754	res/color/m3_radiobutton_ripple_tint.xml	calendar,email,weather
377	3	754	res/qV.xml	calendar,email,weather
377	17	6032	res/color/m3_navigation_item_ripple_color.xml	alchemist,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
377	17	6032	res/color/m3_selection_control_ripple_color_selector.xml	alchemist,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
377	3	754	res/q1.xml	health,pipes,unblockjam
377	2	377	res/5T.xml	passwords,photos
376	22	7896	res/aM.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
376	17	6016	res/color/m3_radiobutton_ripple_tint.xml	alchemist,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
376	2	376	res/aM.xml	passwords,photos
375	3	750	res/color/mtrl_switch_thumb_icon_tint.xml	calendar,email,weather
374	3	748	res/0o.xml	calendar,email,weather
374	3	748	res/color/m3_timepicker_display_ripple_color.xml	calendar,email,weather
374	17	5984	res/color/mtrl_switch_thumb_icon_tint.xml	alchemist,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
373	3	746	res/511.xml	calendar,email,weather
373	22	7833	res/9T2.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
373	3	746	res/ZA.xml	calendar,email,weather
373	3	746	res/wd.xml	calendar,email,weather
373	19	6714	res/51.xml	alchemist,camera,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,pipes,solitaire,unblockjam,wordmaker,youpipe
373	17	5968	res/color/m3_timepicker_display_ripple_color.xml	alchemist,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
373	2	373	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_BA	contacts,messages
373	2	373	res/Yf.xml	findfamily,maps
373	2	373	res/9T2.xml	passwords,photos
372	3	744	res/4r.xml	calendar,email,weather
372	4	1116	res/Cw.xml	calendar,email,photos,weather
371	3	742	res/color/m3_tabs_ripple_color_secondary.xml	calendar,email,weather
371	3	742	res/color/mtrl_switch_track_tint.xml	calendar,email,weather
371	3	742	res/o8.xml	calendar,email,weather
371	17	5936	res/color/m3_tabs_ripple_color_secondary.xml	alchemist,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
371	17	5936	res/color/mtrl_switch_track_tint.xml	alchemist,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
371	2	371	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_HR	contacts,messages
370	3	740	res/dG.xml	calendar,email,weather
370	3	740	res/i71.xml	calendar,email,weather
370	3	740	res/iI.xml	calendar,email,weather
370	3	740	res/z-1.xml	calendar,email,weather
369	3	738	res/-U1.xml	calendar,email,weather
369	3	738	res/2M.xml	calendar,email,weather
369	3	738	res/3n.xml	calendar,email,weather
369	3	738	res/BG1.xml	calendar,email,weather
369	3	738	res/Bd.xml	calendar,email,weather
369	3	738	res/Ln.xml	calendar,email,weather
369	3	738	res/OS.xml	calendar,email,weather
369	3	738	res/V9.xml	calendar,email,weather
369	3	738	res/aH.xml	calendar,email,weather
369	3	738	res/hH.xml	calendar,email,weather
369	3	738	res/kD.xml	calendar,email,weather
369	3	738	res/q2.xml	calendar,email,weather
369	2	369	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_BW	contacts,messages
369	2	369	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_SI	contacts,messages
368	3	736	res/0u.xml	calendar,email,weather
368	3	736	res/1v.xml	calendar,email,weather
368	3	736	res/CK1.xml	calendar,email,weather
368	20	6992	res/color-v23/abc_tint_default.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
368	3	736	res/jw.xml	calendar,email,weather
368	3	736	res/nf.xml	calendar,email,weather
368	3	736	res/pf.xml	calendar,email,weather
368	14	4784	res/color/m3_checkbox_button_tint.xml	alchemist,chess,clock,contacts,health,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
367	2	367	res/color/m3_checkbox_button_tint.xml	calendar,email
367	24	8441	res/fW.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
367	3	734	res/gt.xml	calendar,email,weather
367	3	734	res/uh.xml	calendar,email,weather
367	2	367	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_JE	contacts,messages
367	2	367	res/jM.xml	music,youpipe
366	3	732	res/4H.xml	calendar,email,weather
366	3	732	res/66.xml	calendar,email,weather
366	3	732	res/P2.xml	calendar,email,weather
366	3	732	res/_V.xml	calendar,email,weather
366	3	732	res/b3.xml	calendar,email,weather
366	3	732	res/lN.xml	calendar,email,weather
366	3	732	res/qi.xml	calendar,email,weather
366	2	366	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_MN	contacts,messages
366	2	366	res/color/m3_checkbox_button_tint.xml	findfamily,maps
365	2	365	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_GD	contacts,messages
364	24	8372	res/2x.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
364	20	6916	res/oT.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
364	2	364	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_TT	contacts,messages
364	2	364	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_UY	contacts,messages
362	3	724	res/color/m3_navigation_rail_ripple_color_selector.xml	calendar,email,weather
362	3	724	res/eH.xml	calendar,email,messages
362	17	5792	res/color/m3_navigation_rail_ripple_color_selector.xml	alchemist,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
362	14	4706	res/eH.xml	alchemist,chess,clock,contacts,health,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
362	2	362	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_KZ	contacts,messages
361	24	8303	res/cL.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
361	17	5776	res/color/m3_navigation_bar_ripple_color_selector.xml	alchemist,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
361	2	361	res/eH.xml	findfamily,maps
360	3	720	res/color/m3_navigation_bar_ripple_color_selector.xml	calendar,email,weather
360	15	5040	res/yc.xml	clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,photos,weather,youpipe
360	2	360	res/fa.xml	music,youpipe
359	24	8257	kotlin/internal/internal.kotlin_builtins	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
359	20	6821	res/VN.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
359	3	718	res/uA.xml	calendar,email,weather
359	2	359	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_KW	contacts,messages
357	3	714	res/gC.xml	calendar,email,messages
357	14	4641	res/gC.xml	alchemist,chess,clock,contacts,health,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
357	2	357	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_MU	contacts,messages
356	24	8188	res/eR.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
356	2	356	res/gC.xml	findfamily,maps
355	2	355	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_VC	contacts,messages
355	2	355	res/Dr.xml	music,youpipe
353	2	353	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_BE	contacts,messages
353	2	353	res/ps1.xml	email,weather
352	2	352	res/IW.xml	calendar,email
352	2	352	res/S0.xml	calendar,email
352	3	704	res/j31.xml	calendar,email,weather
352	19	6336	res/j3.xml	alchemist,camera,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,pipes,solitaire,unblockjam,wordmaker,youpipe
351	24	8073	res/D4.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
351	2	351	res/QQ.xml	calendar,email
351	2	351	res/RF.xml	calendar,email
351	2	351	res/VT.xml	findfamily,maps
350	2	350	res/4g.xml	calendar,email
350	2	350	res/VT.xml	calendar,email
350	2	350	res/hL.xml	calendar,email
349	3	698	res/94.xml	calendar,email,weather
349	3	698	res/CI.xml	calendar,email,weather
349	3	698	res/IF.xml	calendar,email,weather
349	3	698	res/Kh.xml	calendar,email,weather
349	3	698	res/TJ.xml	calendar,email,weather
349	3	698	res/W2.xml	calendar,email,weather
349	20	6631	res/color/mtrl_chip_close_icon_tint.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
349	3	698	res/k-.xml	calendar,email,weather
349	3	698	res/uF.xml	calendar,email,weather
349	14	4537	res/VT.xml	alchemist,chess,clock,contacts,health,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
349	2	349	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_BO	contacts,messages
349	2	349	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_LC	contacts,messages
349	2	349	res/6K.xml	music,youpipe
348	3	696	res/A6.xml	calendar,email,weather
348	3	696	res/Iv.xml	calendar,email,weather
348	3	696	res/fE.xml	calendar,email,weather
348	3	696	res/sv1.xml	calendar,email,weather
348	3	696	res/tL.xml	calendar,email,weather
347	3	694	res/2c.xml	calendar,email,weather
347	3	694	res/49.xml	calendar,email,weather
347	3	694	res/5S.xml	calendar,email,weather
347	3	694	res/Mt1.xml	calendar,email,weather
347	3	694	res/cN.xml	calendar,email,weather
347	3	694	res/jm.xml	calendar,email,weather
347	3	694	res/mQ.xml	calendar,email,weather
347	4	1041	res/Fv.xml	clock,messages,music,openassistant
347	2	347	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_FR	contacts,messages
347	9	2776	res/-M.xml	email,health,messages,notes,openassistant,photos,pipes,unblockjam,youpipe
347	2	347	res/3h.xml	pipes,unblockjam
346	3	692	res/ET.xml	calendar,email,weather
345	24	7935	res/7I.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
345	3	690	res/M4.xml	calendar,email,weather
345	24	7935	res/mm.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
345	3	690	res/tE.xml	calendar,email,weather
345	2	345	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_PE	contacts,messages
345	2	345	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_VI	contacts,messages
345	2	345	res/fg.xml	findfamily,maps
345	2	345	res/fg.xml	alchemist,solitaire
345	2	345	res/fg.xml	pipes,unblockjam
344	2	344	res/PA.xml	calendar,email
344	2	344	res/S5.xml	calendar,email
344	2	344	res/color/m3_checkbox_button_icon_tint.xml	calendar,email
344	2	344	res/eY.xml	calendar,email
344	14	4472	res/color/m3_checkbox_button_icon_tint.xml	alchemist,chess,clock,contacts,health,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
344	2	344	res/fg.xml	notes,openassistant
343	2	343	res/2O.xml	calendar,email
343	24	7889	res/8s.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
343	3	686	res/fl.xml	calendar,email,weather
343	2	343	res/vR.xml	calendar,email
343	2	343	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_AL	contacts,messages
343	2	343	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_RS	contacts,messages
343	2	343	res/color/m3_checkbox_button_icon_tint.xml	findfamily,maps
342	2	342	res/JN.xml	calendar,email
342	3	684	res/oP.xml	alchemist,chess,solitaire
342	4	1026	res/oP.xml	office,pipes,unblockjam,wordmaker
341	3	682	res/28.xml	calendar,email,weather
341	14	4433	res/9L.xml	calendar,clock,contacts,email,findfamily,health,messages,music,notes,office,openassistant,passwords,pdf,youpipe
341	20	6479	res/color/m3_navigation_bar_item_with_indicator_icon_tint.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
341	3	682	res/color/m3_textfield_indicator_text_color.xml	calendar,email,weather
341	2	341	res/kn.xml	findfamily,maps
341	2	341	res/oP.xml	findfamily,maps
341	3	682	res/kn.xml	alchemist,chess,solitaire
341	4	1023	res/kn.xml	office,pipes,unblockjam,wordmaker
341	2	341	res/oP.xml	notes,openassistant
340	3	680	res/0M.xml	calendar,email,weather
340	3	680	res/gy1.xml	calendar,email,weather
340	17	5440	res/color/m3_textfield_indicator_text_color.xml	alchemist,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
340	2	340	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_AG	contacts,messages
340	2	340	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_KH	contacts,messages
340	2	340	res/kn.xml	notes,openassistant
339	20	6441	res/BJ.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
339	3	678	res/F8.xml	calendar,email,weather
339	3	678	res/Jv1.xml	calendar,email,weather
339	3	678	res/L_.xml	calendar,email,weather
339	19	6102	res/0M.xml	alchemist,camera,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,pipes,solitaire,unblockjam,wordmaker,youpipe
339	2	339	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_AZ	contacts,messages
339	5	1356	res/8P.xml	maps,notes,office,openassistant,weather
339	3	678	res/s0.xml	messages,openassistant,pdf
338	19	6084	res/F8.xml	alchemist,camera,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,pipes,solitaire,unblockjam,wordmaker,youpipe
338	19	6084	res/L_.xml	alchemist,camera,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,pipes,solitaire,unblockjam,wordmaker,youpipe
338	2	338	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_HN	contacts,messages
338	2	338	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_SG	contacts,messages
338	4	1014	res/DB1.xml	email,openassistant,pdf,weather
337	2	337	res/DB.xml	calendar,email
337	3	674	res/Fn.xml	calendar,email,weather
337	3	674	res/Xz.xml	calendar,email,weather
337	2	337	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_ES	contacts,messages
337	2	337	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_KE	contacts,messages
336	2	336	res/Jp.xml	calendar,email
336	2	336	res/VQ.xml	calendar,email
336	20	6384	res/color/m3_navigation_bar_item_with_indicator_label_tint.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
336	2	336	res/io.xml	calendar,email
336	3	672	res/w_.xml	calendar,email,weather
336	17	5376	res/color/mtrl_switch_thumb_tint.xml	alchemist,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
336	2	336	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_GG	contacts,messages
335	2	335	res/0f.xml	calendar,email
335	24	7705	res/Wr.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
335	3	670	res/a6.xml	calendar,email,weather
335	3	670	res/c21.xml	calendar,email,weather
335	3	670	res/color/mtrl_switch_thumb_tint.xml	calendar,email,weather
334	22	7014	res/4j.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
334	2	334	res/4p.xml	calendar,email
334	3	668	res/7d.xml	calendar,email,weather
334	3	668	res/Cp.xml	calendar,email,weather
334	2	334	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_AI	contacts,messages
334	2	334	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_AM	contacts,messages
334	2	334	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_DK	contacts,messages
334	2	334	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_VA	contacts,messages
333	3	666	res/BG.xml	calendar,email,weather
333	3	666	res/_p.xml	calendar,email,weather
333	3	666	res/gp.xml	calendar,email,weather
333	24	7659	res/hq.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
333	19	5994	res/c2.xml	alchemist,camera,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,pipes,solitaire,unblockjam,wordmaker,youpipe
333	2	333	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_RO	contacts,messages
333	2	333	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_ES	contacts,messages
332	24	7636	res/Xp1.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
332	2	332	res/color/m3_chip_stroke_color.xml	calendar,email
332	3	664	res/j3.xml	calendar,email,weather
332	3	664	res/uI1.xml	calendar,email,weather
332	15	4648	res/color/m3_chip_stroke_color.xml	alchemist,chess,clock,contacts,health,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
332	2	332	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_NP	contacts,messages
332	2	332	res/color/m3_chip_stroke_color.xml	findfamily,maps
331	24	7613	res/9P.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
331	3	662	res/Bq.xml	calendar,email,weather
331	3	662	res/Cp1.xml	calendar,email,weather
331	3	662	res/Tt.xml	calendar,email,weather
331	3	662	res/Xh.xml	calendar,email,weather
331	3	662	res/Zu1.xml	calendar,email,weather
331	3	662	res/hB.xml	calendar,email,weather
331	3	662	res/nX.xml	calendar,email,weather
331	2	331	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_DM	contacts,messages
331	2	331	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_GB	contacts,messages
330	3	660	res/UE.xml	calendar,email,weather
330	19	5940	res/UE.xml	alchemist,camera,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,pipes,solitaire,unblockjam,wordmaker,youpipe
330	2	330	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_AX	contacts,messages
330	2	330	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_CZ	contacts,messages
330	3	660	res/Em.xml	email,office,openassistant
329	3	658	res/Jq.xml	calendar,email,weather
329	3	658	res/Vg.xml	calendar,email,weather
329	2	329	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_TC	contacts,messages
329	2	329	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_VG	contacts,messages
328	2	328	res/8I.xml	calendar,email
328	2	328	res/D2.xml	calendar,email
328	3	656	res/Dk.xml	calendar,email,weather
328	3	656	res/Jz.xml	calendar,email,weather
328	3	656	res/K-.xml	calendar,email,weather
328	3	656	res/K7.xml	calendar,email,weather
328	3	656	res/Kv.xml	calendar,email,weather
328	3	656	res/ML.xml	calendar,email,weather
328	3	656	res/QM.xml	calendar,email,weather
328	2	328	res/RX.xml	calendar,email
328	2	328	res/Wr.xml	calendar,email
328	3	656	res/Wv.xml	calendar,email,weather
328	3	656	res/Wz1.xml	calendar,email,weather
328	3	656	res/YR.xml	calendar,email,weather
328	3	656	res/e9.xml	calendar,email,weather
328	2	328	res/lw.xml	calendar,email
328	3	656	res/tP.xml	calendar,email,weather
328	3	656	res/th.xml	calendar,email,weather
328	3	656	res/wE.xml	calendar,email,weather
328	3	656	res/yc.xml	calendar,email,weather
328	2	328	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_KN	contacts,messages
328	2	328	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_SO	contacts,messages
327	3	654	res/2A.xml	calendar,email,weather
327	3	654	res/491.xml	calendar,email,weather
327	3	654	res/51.xml	calendar,email,weather
