comp_bytes	num_apps	waste_bytes	path	apps
291	3	582	res/_P.xml	calendar,email,weather
291	3	582	res/eo.xml	calendar,email,weather
291	3	582	res/h9.xml	calendar,email,weather
291	3	582	res/lT.xml	calendar,email,weather
291	3	582	res/pr.xml	calendar,email,weather
291	3	582	res/sv.xml	calendar,email,weather
291	3	582	res/y2.xml	calendar,email,weather
291	2	291	res/color/m3_filled_icon_button_container_color_selector.xml	findfamily,maps
291	2	291	res/color/m3_icon_button_icon_color_selector.xml	findfamily,maps
290	3	580	res/AO.xml	calendar,email,weather
290	3	580	res/TY.xml	calendar,email,weather
290	2	290	res/color/m3_filled_icon_button_container_color_selector.xml	calendar,email
290	3	580	res/dH1.xml	calendar,email,weather
290	3	580	res/h01.xml	calendar,email,weather
290	3	580	res/lh.xml	calendar,email,weather
290	19	5220	res/4u.xml	alchemist,camera,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,pipes,solitaire,unblockjam,wordmaker,youpipe
289	3	578	res/-M1.xml	calendar,email,weather
289	3	578	res/7_.xml	calendar,email,weather
289	3	578	res/9H.xml	calendar,email,weather
289	3	578	res/YZ.xml	calendar,email,weather
289	3	578	res/Zv.xml	calendar,email,weather
289	2	289	res/color/m3_icon_button_icon_color_selector.xml	calendar,email
289	3	578	res/gJ.xml	calendar,email,weather
289	3	578	res/k2.xml	calendar,email,weather
289	3	578	res/nN.xml	calendar,email,weather
289	3	578	res/x2.xml	calendar,email,weather
289	3	578	res/yx.xml	calendar,email,weather
289	15	4046	res/color/m3_filled_icon_button_container_color_selector.xml	alchemist,chess,clock,contacts,health,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
289	15	4046	res/color/m3_icon_button_icon_color_selector.xml	alchemist,chess,clock,contacts,health,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
289	2	289	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_ME	contacts,messages
288	3	576	res/B3.xml	calendar,email,weather
288	3	576	res/D_.xml	calendar,email,weather
288	3	576	res/dm.xml	calendar,email,weather
288	3	576	res/hG.xml	calendar,email,weather
288	3	576	res/iL.xml	calendar,email,weather
288	3	576	res/l0.xml	calendar,email,weather
288	3	576	res/ns.xml	calendar,email,weather
288	3	576	res/yJ.xml	calendar,email,weather
287	3	574	res/-U.xml	calendar,email,weather
287	3	574	res/Hx.xml	calendar,email,weather
287	3	574	res/SM.xml	calendar,email,weather
287	3	574	res/b6.xml	calendar,email,weather
287	20	5453	res/color/mtrl_filled_icon_tint.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
287	20	5453	res/color/mtrl_outlined_icon_tint.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
287	3	574	res/hI.xml	calendar,email,weather
287	3	574	res/we.xml	calendar,email,weather
287	2	287	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_CU	contacts,messages
287	2	287	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_BE	contacts,messages
286	3	572	res/1_.xml	calendar,email,weather
286	3	572	res/Ox.xml	calendar,email,weather
286	3	572	res/PI.xml	calendar,email,weather
286	3	572	res/ix.xml	calendar,email,weather
286	24	6578	res/op.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
286	3	572	res/re.xml	calendar,email,weather
286	3	572	res/yI.xml	calendar,email,weather
286	3	572	res/zM.xml	calendar,email,weather
285	3	570	res/Pd.xml	calendar,email,weather
285	2	285	res/color/design_box_stroke_color.xml	calendar,email
285	3	570	res/mk.xml	calendar,email,weather
285	2	285	res/color/design_box_stroke_color.xml	findfamily,maps
284	3	568	res/7Y.xml	calendar,email,weather
284	3	568	res/dk1.xml	calendar,email,weather
284	3	568	res/u5.xml	calendar,email,weather
284	16	4260	res/color/design_box_stroke_color.xml	alchemist,camera,chess,clock,contacts,health,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
283	2	283	res/CT.xml	calendar,email
283	3	566	res/Fh.xml	calendar,email,weather
283	2	283	res/P0.xml	calendar,email
283	2	283	res/Z3.xml	calendar,email
283	20	5377	res/color/m3_calendar_item_stroke_color.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
283	2	283	res/gy.xml	calendar,email
283	18	4811	res/Ox.xml	alchemist,camera,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
283	2	283	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_GF	contacts,messages
283	2	283	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_IR	contacts,messages
283	2	283	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_SE	contacts,messages
282	3	564	res/QJ.xml	calendar,email,weather
282	2	282	res/Rs.xml	calendar,email
282	3	564	res/Xd.xml	calendar,email,weather
282	3	564	res/a0.xml	calendar,email,weather
282	4	846	res/c2.xml	calendar,email,photos,weather
282	20	5358	res/color-v23/abc_tint_spinner.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
282	2	282	res/rY.xml	calendar,email
282	2	282	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_FR	contacts,messages
282	2	282	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_IT	contacts,messages
281	24	6463	res/-B.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
281	3	562	res/Fq.xml	calendar,email,weather
281	3	562	res/S51.xml	calendar,email,weather
281	20	5339	res/color-v23/abc_tint_switch_track.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
281	3	562	res/gH.xml	calendar,email,weather
281	3	562	res/i72.xml	calendar,email,weather
281	2	281	com/google/i18n/phonenumbers/data/PhoneNumberAlternateFormatsProto_43	contacts,messages
281	2	281	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_MT	contacts,messages
281	2	281	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_HU	contacts,messages
280	24	6440	res/JJ.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
280	20	5320	res/color/mtrl_navigation_item_text_color.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
280	3	560	res/hW.xml	calendar,email,weather
280	3	560	res/yY.xml	calendar,email,weather
279	2	279	res/zG.xml	camera,chess
278	2	278	res/Bz.xml	calendar,email
278	3	556	res/H8.xml	calendar,email,weather
278	3	556	res/Yl.xml	calendar,email,weather
278	20	5282	res/color/m3_chip_background_color.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
278	3	556	res/color/m3_textfield_label_color.xml	calendar,email,weather
278	20	5282	res/color/mtrl_navigation_item_background_color.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
278	2	278	res/d01.xml	calendar,email
278	24	6394	res/te.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
278	17	4448	res/color/m3_textfield_label_color.xml	alchemist,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
278	2	278	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_BH	contacts,messages
278	2	278	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_CW	contacts,messages
277	3	554	res/WM.xml	calendar,email,weather
277	3	554	res/color/mtrl_switch_track_decoration_tint.xml	calendar,email,weather
277	3	554	res/wa.xml	calendar,email,weather
276	3	552	res/7H.xml	calendar,email,weather
276	2	276	res/HN.xml	calendar,email
276	17	4416	res/color/mtrl_switch_track_decoration_tint.xml	alchemist,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
276	2	276	res/color/m3_tabs_text_color.xml	findfamily,maps
276	2	276	res/color/m3_timepicker_display_text_color.xml	findfamily,maps
275	3	550	res/-v.xml	calendar,email,weather
275	2	275	res/Q8.xml	calendar,email
275	3	550	res/W8.xml	calendar,email,weather
275	24	6325	res/pk.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
275	15	3850	res/color/m3_tabs_text_color.xml	alchemist,chess,clock,contacts,health,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
275	2	275	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_TO	contacts,messages
275	2	275	res/color/m3_chip_text_color.xml	findfamily,maps
275	2	275	res/color/m3_switch_track_tint.xml	findfamily,maps
274	2	274	res/color/m3_tabs_text_color.xml	calendar,email
274	3	548	res/q51.xml	calendar,email,weather
274	15	3836	res/color/m3_chip_text_color.xml	alchemist,chess,clock,contacts,health,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
274	15	3836	res/color/m3_timepicker_display_text_color.xml	alchemist,chess,clock,contacts,health,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
273	3	546	res/Lt.xml	calendar,email,weather
273	2	273	res/color/m3_chip_text_color.xml	calendar,email
273	2	273	res/color/m3_switch_track_tint.xml	calendar,email
273	2	273	res/color/m3_timepicker_display_text_color.xml	calendar,email
273	20	5187	res/color/m3_vibrant_toolbar_icon_button_container_color_selector.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
273	2	273	res/color/m3_tabs_text_color_secondary.xml	findfamily,maps
272	24	6256	res/5D.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
272	3	544	res/_O.xml	calendar,email,weather
272	20	5168	res/color-v23/abc_tint_btn_checkable.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
272	24	6256	res/ly.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
272	3	544	res/yU.xml	calendar,email,weather
272	15	3808	res/color/m3_switch_track_tint.xml	alchemist,chess,clock,contacts,health,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
272	2	272	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_AU	contacts,messages
272	2	272	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_HK	contacts,messages
271	20	5149	res/color/m3_standard_toolbar_icon_button_container_color_selector.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
271	2	271	res/color/m3_tabs_text_color_secondary.xml	calendar,email
271	15	3794	res/color/m3_tabs_text_color_secondary.xml	alchemist,chess,clock,contacts,health,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
270	3	540	res/aT.xml	calendar,email,weather
270	2	270	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_MY	contacts,messages
269	2	269	res/CD.xml	calendar,email
269	3	538	res/J0.xml	calendar,email,weather
269	3	538	res/Kp.xml	calendar,email,weather
269	2	269	res/cA.xml	calendar,email
269	2	269	res/fI.xml	calendar,email
269	2	269	res/mf.xml	calendar,email
269	3	538	res/nw.xml	calendar,email,weather
269	2	269	res/pk1.xml	calendar,email
269	14	3497	res/cA.xml	alchemist,chess,clock,contacts,health,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
269	2	269	res/zq.xml	openassistant,pdf
268	3	536	res/5l.xml	calendar,email,weather
268	3	536	res/9a.xml	calendar,email,weather
268	3	536	res/C7.xml	calendar,email,weather
268	3	536	res/G3.xml	calendar,email,weather
268	2	268	res/Ki.xml	calendar,email
268	3	536	res/L4.xml	calendar,email,weather
268	2	268	res/Mt.xml	calendar,email
268	3	536	res/Ot.xml	calendar,email,weather
268	3	536	res/Uj.xml	calendar,email,weather
268	3	536	res/aP.xml	calendar,email,weather
268	3	536	res/eb.xml	calendar,email,weather
268	3	536	res/h1.xml	calendar,email,weather
268	3	536	res/p9.xml	calendar,email,weather
268	3	536	res/rj.xml	calendar,email,weather
268	3	536	res/tw.xml	calendar,email,weather
267	24	6141	res/0c.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
267	3	534	res/KY.xml	calendar,email,weather
267	3	534	res/MQ.xml	calendar,email,weather
267	3	534	res/SE.xml	calendar,email,weather
267	24	6141	res/dW.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
267	3	534	res/ep.xml	calendar,email,weather
267	24	6141	res/m0.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
267	3	534	res/tT.xml	calendar,email,weather
267	3	534	res/uI.xml	calendar,email,weather
267	2	267	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_LB	contacts,messages
267	2	267	res/cA.xml	findfamily,maps
266	3	532	res/6W1.xml	calendar,email,weather
266	3	532	res/Ym.xml	calendar,email,weather
266	3	532	res/e-.xml	calendar,email,weather
266	3	532	res/y11.xml	calendar,email,weather
266	2	266	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_DZ	contacts,messages
266	2	266	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_MD	contacts,messages
266	2	266	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_MV	contacts,messages
266	2	266	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_TZ	contacts,messages
265	3	530	res/Fd.xml	calendar,email,weather
265	24	6095	res/Xz.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
265	3	530	res/aT1.xml	calendar,email,weather
265	3	530	res/r1.xml	calendar,email,weather
265	3	530	res/4B.xml	camera,openassistant,photos
265	3	530	res/qA.xml	camera,openassistant,photos
265	2	265	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_SN	contacts,messages
264	2	264	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_ML	contacts,messages
263	2	263	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_PG	contacts,messages
263	2	263	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_KR	contacts,messages
263	2	263	res/color-v31/m3_dynamic_hint_foreground.xml	findfamily,maps
262	24	6026	res/2P.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
262	3	524	res/9p.xml	calendar,email,weather
262	18	4454	res/color/abc_hint_foreground_material_dark.xml	alchemist,camera,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
262	2	262	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_SA	contacts,messages
262	2	262	res/9M.xml	email,weather
262	2	262	res/B11.xml	email,weather
262	2	262	res/color/m3_hint_foreground.xml	findfamily,maps
261	2	261	res/color-v31/m3_dynamic_dark_hint_foreground.xml	calendar,email
261	3	522	res/color/abc_hint_foreground_material_dark.xml	calendar,email,weather
261	2	261	res/color/m3_dark_hint_foreground.xml	calendar,email
261	19	4698	res/9p.xml	alchemist,camera,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,pipes,solitaire,unblockjam,wordmaker,youpipe
261	18	4437	res/color/abc_hint_foreground_material_light.xml	alchemist,camera,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
261	2	261	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_883	contacts,messages
261	2	261	res/color-v31/m3_dynamic_dark_hint_foreground.xml	findfamily,maps
261	2	261	res/color/m3_dark_hint_foreground.xml	findfamily,maps
260	2	260	res/color-v31/m3_dynamic_hint_foreground.xml	calendar,email
260	3	520	res/color/abc_hint_foreground_material_light.xml	calendar,email,weather
260	2	260	res/color/m3_hint_foreground.xml	calendar,email
260	24	5980	res/o9.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
260	16	3900	res/color-v31/m3_dynamic_hint_foreground.xml	alchemist,camera,chess,clock,contacts,health,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
260	2	260	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_LR	contacts,messages
260	2	260	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_SV	contacts,messages
260	2	260	com/google/i18n/phonenumbers/data/ShortNumberMetadataProto_CH	contacts,messages
259	22	5439	res/UX.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
259	3	518	res/oy.xml	calendar,email,weather
259	16	3885	res/color/m3_hint_foreground.xml	alchemist,camera,chess,clock,contacts,health,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
259	2	259	com/google/i18n/phonenumbers/data/PhoneNumberAlternateFormatsProto_7	contacts,messages
259	2	259	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_CD	contacts,messages
259	2	259	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_MC	contacts,messages
259	2	259	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_PR	contacts,messages
259	2	259	res/x-.xml	pipes,unblockjam
259	2	259	res/UX1.xml	passwords,photos
258	24	5934	res/3u.9.png	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,passwords,pdf,photos,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
258	3	516	res/S-.xml	calendar,email,weather
258	4	774	res/color-v23/abc_color_highlight_material.xml	calendar,email,pdf,weather
258	22	5418	res/k_.xml	alchemist,calendar,camera,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
258	3	516	res/sC.xml	calendar,email,weather
258	18	4386	res/color-v23/abc_color_highlight_material.xml	alchemist,camera,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
258	16	3870	res/color-v31/m3_dynamic_dark_hint_foreground.xml	alchemist,camera,chess,clock,contacts,health,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
258	16	3870	res/color/m3_dark_hint_foreground.xml	alchemist,camera,chess,clock,contacts,health,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,wordmaker,youpipe
258	2	258	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_GY	contacts,messages
258	2	258	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_XK	contacts,messages
258	2	258	res/k_.xml	passwords,photos
257	3	514	res/2O1.xml	calendar,email,weather
257	20	4883	res/color/material_slider_inactive_tick_marks_color.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
257	3	514	res/fO.xml	calendar,email,weather
257	3	514	res/rF1.xml	calendar,email,weather
257	3	514	res/x1.xml	calendar,email,weather
256	2	256	res/Ha.xml	calendar,email
256	2	256	res/Po.xml	calendar,email
256	20	4864	res/color/mtrl_chip_text_color.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
255	3	510	res/-W.xml	calendar,email,weather
255	3	510	res/7_1.xml	calendar,email,weather
255	3	510	res/8D.xml	calendar,email,weather
255	3	510	res/Bg.xml	calendar,email,weather
255	3	510	res/Bs.xml	calendar,email,weather
255	3	510	res/Ga.xml	calendar,email,weather
255	3	510	res/HB.xml	calendar,email,weather
255	3	510	res/IU.xml	calendar,email,weather
255	3	510	res/LH2.xml	calendar,email,weather
255	3	510	res/M9.xml	calendar,email,weather
255	3	510	res/O9.xml	calendar,email,weather
255	3	510	res/PC.xml	calendar,email,weather
255	3	510	res/QU.xml	calendar,email,weather
255	3	510	res/T-.xml	calendar,email,weather
255	3	510	res/Ty.xml	calendar,email,weather
255	3	510	res/VW1.xml	calendar,email,weather
255	3	510	res/VY.xml	calendar,email,weather
255	3	510	res/WW.xml	calendar,email,weather
255	3	510	res/Ym1.xml	calendar,email,weather
255	2	255	res/Zu.xml	calendar,email
255	3	510	res/cg1.xml	calendar,email,weather
255	20	4845	res/color/m3_switch_thumb_tint.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
255	3	510	res/dx.xml	calendar,email,weather
255	3	510	res/lf.xml	calendar,email,weather
255	3	510	res/q_.xml	calendar,email,weather
255	3	510	res/rC.xml	calendar,email,weather
255	3	510	res/un.xml	calendar,email,weather
255	3	510	res/zk.xml	calendar,email,weather
254	3	508	res/-8.xml	calendar,email,weather
254	3	508	res/-b.xml	calendar,email,weather
254	3	508	res/-r.xml	calendar,email,weather
254	3	508	res/1-.xml	calendar,email,weather
254	3	508	res/2G1.xml	calendar,email,weather
254	3	508	res/5X.xml	calendar,email,weather
254	3	508	res/7s.xml	calendar,email,weather
254	3	508	res/Ag.xml	calendar,email,weather
254	2	254	res/Am.xml	calendar,email
254	3	508	res/EJ.xml	calendar,email,weather
254	3	508	res/FV.xml	calendar,email,weather
254	3	508	res/F_.xml	calendar,email,weather
254	3	508	res/HQ.xml	calendar,email,weather
254	3	508	res/IS.xml	calendar,email,weather
254	3	508	res/LQ.xml	calendar,email,weather
254	3	508	res/P6.xml	calendar,email,weather
254	3	508	res/Q0.xml	calendar,email,weather
254	3	508	res/T6.xml	calendar,email,weather
254	3	508	res/TT.xml	calendar,email,weather
254	3	508	res/Wh.xml	calendar,email,weather
254	3	508	res/ZG.xml	calendar,email,weather
254	3	508	res/Zs.xml	calendar,email,weather
254	3	508	res/Zt.xml	calendar,email,weather
254	20	4826	res/color/m3_navigation_item_background_color.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
254	20	4826	res/color/material_slider_active_tick_marks_color.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
254	20	4826	res/color/material_slider_inactive_track_color.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
254	3	508	res/dk.xml	calendar,email,weather
254	3	508	res/fh1.xml	calendar,email,weather
254	3	508	res/hL1.xml	calendar,email,weather
254	3	508	res/mC.xml	calendar,email,weather
254	3	508	res/vS1.xml	calendar,email,weather
254	3	508	res/w3.xml	calendar,email,weather
254	3	508	res/w8.xml	calendar,email,weather
254	3	508	res/xr.xml	calendar,email,weather
254	3	508	res/xu1.xml	calendar,email,weather
254	2	254	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_SB	contacts,messages
253	3	506	res/11.xml	calendar,email,weather
253	3	506	res/3V.xml	calendar,email,weather
253	3	506	res/4f.xml	calendar,email,weather
253	3	506	res/CK2.xml	calendar,email,weather
253	3	506	res/Jo.xml	calendar,email,weather
253	3	506	res/N6.xml	calendar,email,weather
253	3	506	res/Sr1.xml	calendar,email,weather
253	3	506	res/Vj.xml	calendar,email,weather
253	3	506	res/_a.xml	calendar,email,weather
253	3	506	res/iD.xml	calendar,email,weather
253	3	506	res/oJ.xml	calendar,email,weather
253	3	506	res/uA1.xml	calendar,email,weather
253	3	506	res/vN.xml	calendar,email,weather
253	3	506	res/yF.xml	calendar,email,weather
253	2	253	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_KP	contacts,messages
252	3	504	res/7-.xml	calendar,email,weather
252	3	504	res/C-.xml	calendar,email,weather
252	3	504	res/CU.xml	calendar,email,weather
252	3	504	res/De.xml	calendar,email,weather
252	3	504	res/EK2.xml	calendar,email,weather
252	3	504	res/F6.xml	calendar,email,weather
252	3	504	res/L2.xml	calendar,email,weather
252	3	504	res/T8.xml	calendar,email,weather
252	3	504	res/Yf2.xml	calendar,email,weather
252	20	4788	res/color/mtrl_btn_stroke_color_selector.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
252	20	4788	res/color/mtrl_indicator_text_color.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
252	3	504	res/cy.xml	calendar,email,weather
252	3	504	res/eo1.xml	calendar,email,weather
252	3	504	res/jK.xml	calendar,email,weather
252	3	504	res/nj.xml	calendar,email,weather
252	3	504	res/pg.xml	calendar,email,weather
252	3	504	res/rB.xml	calendar,email,weather
252	3	504	res/rK.xml	calendar,email,weather
252	3	504	res/sP.xml	calendar,email,weather
252	3	504	res/tG.xml	calendar,email,weather
252	3	504	res/uf.xml	calendar,email,weather
252	3	504	res/xj.xml	calendar,email,weather
252	3	504	res/zj.xml	calendar,email,weather
252	3	504	res/o_.9.png	camera,openassistant,photos
252	19	4536	res/xj.xml	alchemist,camera,chess,clock,contacts,findfamily,health,maps,messages,music,notes,office,openassistant,pdf,pipes,solitaire,unblockjam,wordmaker,youpipe
252	2	252	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_LA	contacts,messages
252	2	252	res/1_1.xml	email,weather
251	3	502	res/Yx.xml	calendar,email,weather
251	20	4769	res/color/material_slider_halo_color.xml	alchemist,calendar,chess,clock,contacts,email,findfamily,health,maps,messages,music,notes,office,openassistant,pipes,solitaire,unblockjam,weather,wordmaker,youpipe
251	2	251	com/google/i18n/phonenumbers/data/PhoneNumberMetadataProto_PM	contacts,messages
